platform,post_id,posted_at,weekday,caption,hashtags,media_type,followers,views,likes,comments,shares,saves,engagement,engagement_rate,popularity_label
linkedin,post_8946,25-01-2024 19:00,2,fresh post about ai 🎯,#coding #photography,text,25140,36641,1636,441,131,82,2290,0.091089897,high
tiktok,post_8947,07-01-2024 01:00,1,trending post about food 📸,#startup,image,6840,7678,325,91,38,14,468,0.068421053,high
linkedin,post_8948,20-02-2024 17:00,5,fresh post about design 💡,#ai #design #music #travel,video,16721,14125,985,205,91,31,1312,0.078464207,high
instagram,post_8949,29-03-2024 16:00,0,amazing post about design 📸,#fitness #fashion,video,24479,28440,1649,256,71,41,2017,0.082397157,high
twitter,post_8950,18-02-2024 00:00,4,bold post about startup 🎵,#design #ai,video,5187,7758,259,110,112,4,485,0.093502988,high
instagram,post_8951,08-10-2024 12:00,5,quick post about coding 🚀,#fashion #fitness,text,7570,10133,400,141,23,17,581,0.07675033,high
tiktok,post_8952,13-11-2024 12:00,0,catchy post about ai 💻,#music #ai,image,8876,1590,64,19,7,3,93,0.010477692654348806,low
instagram,post_8953,16-01-2025 06:00,5,fun post about fashion 🎵,#photography #fitness #food #fashion,carousel,2803,2476,70,51,16,14,151,0.053870853,medium
twitter,post_8954,23-10-2024 11:00,0,trending post about design ✈️,#music,video,12702,15120,745,127,219,7,1098,0.08644308,high
instagram,post_8955,10-03-2024 19:00,0,amazing post about travel ✨,#fitness #design #travel #startup,image,22628,23176,789,211,207,41,1248,0.055152908,medium
instagram,post_8956,11-11-2024 00:00,5,catchy post about fitness 💻,#ai,text,7117,4658,190,41,15,6,252,0.035408178,medium
tiktok,post_8957,24-01-2025 23:00,2,quick post about food 🎯,#ai,video,11482,5942,342,66,32,19,459,0.039975614,medium
linkedin,post_8958,04-03-2024 08:00,4,deep post about startup 🚀,#fashion #food,carousel,32913,31568,1402,786,240,207,2635,0.080059551,high
tiktok,post_8959,15-03-2024 02:00,3,trending post about coding 💡,#fashion #food,image,5503,3565,225,35,25,0,285,0.051789933,medium
linkedin,post_8960,30-12-2024 16:00,1,trending post about photography 🚀,#startup #fitness,carousel,11717,7245,251,214,74,43,582,0.049671417598361356,medium
instagram,post_8961,29-01-2025 05:00,6,viral post about coding 💪,#food,video,4683,5915,401,79,33,5,518,0.11061285500747384,high
twitter,post_8962,29-09-2024 02:00,0,viral post about travel ✨,#fitness #music #travel,image,4559,2314,62,17,30,1,110,0.024128098,low
twitter,post_8963,25-03-2024 08:00,4,viral post about fashion 🚀,#music #fitness #travel,video,11505,11334,524,123,171,0,818,0.071099522,high
instagram,post_8964,26-02-2024 15:00,1,fun post about coding 💡,#fashion #design #music,image,10415,13711,710,105,45,39,899,0.086317811,high
twitter,post_8965,01-05-2024 01:00,4,quick post about music 🚀,#fashion #travel #photography #design,video,14216,13527,722,159,206,40,1127,0.079276871,high
tiktok,post_8966,03-02-2024 13:00,5,viral post about fitness 🔥,#travel,image,8844,6761,259,106,50,3,418,0.047263682,medium
twitter,post_8967,09-01-2025 08:00,1,fresh post about startup 🍔,#music #travel #design,image,13002,1315,70,11,21,4,106,0.008152592,low
tiktok,post_8968,21-03-2024 05:00,4,quick post about coding 🔥,#music,image,42952,44596,1558,551,213,182,2504,0.058297635,medium
twitter,post_8969,12-05-2024 18:00,3,trending post about fitness 💡,#design,video,23486,35144,1785,521,478,63,2847,0.12122115302733544,high
instagram,post_8970,07-01-2025 14:00,6,viral post about photography 💡,#fashion #travel #music #design,video,11465,14012,688,134,79,15,916,0.079895334,high
instagram,post_8971,17-06-2024 11:00,4,fun post about fashion 🔥,#fitness #travel,video,13525,13118,620,150,79,25,874,0.064621072,medium
twitter,post_8972,08-12-2024 20:00,6,quick post about startup 💻,#travel #design,image,6109,4461,249,67,55,14,385,0.063021771,medium
instagram,post_8973,13-11-2024 20:00,4,trending post about travel 💡,#fashion #photography #music #coding,video,7010,2630,122,18,7,8,155,0.02211127,low
instagram,post_8974,20-07-2024 11:00,6,quick post about food 🚀,#travel #photography #coding #fitness,video,13359,14074,570,96,62,27,755,0.056516206,medium
twitter,post_8975,09-12-2024 17:00,0,viral post about music 📸,#startup,image,8945,2746,117,17,33,2,169,0.018893236444941307,low
twitter,post_8976,25-01-2025 03:00,6,fun post about startup 🍔,#startup #design #ai,carousel,18008,24062,1358,535,273,150,2316,0.12860950688582853,high
instagram,post_8977,27-01-2025 17:00,6,deep post about design 📸,#coding,video,28869,16261,883,113,47,30,1073,0.037167896359416676,medium
tiktok,post_8978,18-12-2024 18:00,0,viral post about travel 🎵,#fitness,video,7419,4671,180,54,26,9,269,0.036258255829626634,medium
tiktok,post_8979,10-03-2024 18:00,0,viral post about fashion 🎯,#travel #ai #fitness,image,1186,430,25,6,2,0,33,0.027824621,low
instagram,post_8980,13-07-2024 03:00,5,amazing post about music 🎯,#travel #ai,image,62056,46443,1745,372,190,101,2408,0.038803661,medium
tiktok,post_8981,07-11-2024 11:00,6,fresh post about photography 📸,#coding,carousel,4319,4477,212,79,14,18,323,0.07478583,high
tiktok,post_8982,28-08-2024 12:00,4,catchy post about music ✈️,#ai #photography,carousel,9949,4865,136,107,27,30,300,0.030153784,low
tiktok,post_8983,08-02-2024 09:00,3,amazing post about travel 🚀,#startup #fashion,image,16872,18013,928,182,101,56,1267,0.075094832,high
twitter,post_8984,05-06-2024 21:00,1,fun post about music ✈️,#design #fashion,image,33255,31587,814,91,552,57,1514,0.045526988,medium
instagram,post_8985,27-02-2024 04:00,0,quick post about photography 💡,#fashion,video,49417,29154,1580,425,0,61,2066,0.041807475160369915,medium
tiktok,post_8986,16-03-2024 08:00,2,amazing post about music 📸,#design #fashion #music,video,5731,2885,154,33,4,1,192,0.033502007,low
twitter,post_8987,07-12-2024 14:00,4,quick post about ai 🚀,#music #photography #ai,carousel,26727,34716,498,654,585,226,1963,0.073446328,high
linkedin,post_8988,18-07-2024 01:00,3,fun post about startup 🔥,#music #travel,image,9977,671,24,9,3,1,37,0.00370853,low
tiktok,post_8989,29-09-2024 07:00,3,deep post about travel 💡,#design #music,video,125995,137090,5869,1658,941,499,8967,0.071169491,high
twitter,post_8990,21-01-2024 07:00,0,amazing post about photography ✨,#music #fashion #ai,image,24453,16017,735,158,211,0,1104,0.045147834621518834,medium
instagram,post_8991,15-07-2024 07:00,5,amazing post about fashion 🍔,#ai #food #design #startup,image,6885,7509,318,76,31,18,443,0.064342774,medium
instagram,post_8992,22-12-2024 07:00,0,fresh post about fitness 🍔,#fitness #startup #coding #design,image,3766,2959,96,30,7,0,133,0.035315985,medium
instagram,post_8993,02-10-2024 07:00,5,trending post about coding 🎵,#design #ai,carousel,686,117,6,2,0,0,8,0.011661807580174927,low
twitter,post_8994,29-06-2024 02:00,2,bold post about music 💪,#fitness #ai #photography,video,16009,23596,730,210,360,34,1334,0.083328128,high
instagram,post_8995,06-05-2024 21:00,2,insightful post about design 💡,#coding #fashion #music #startup,carousel,22313,3899,250,75,30,25,380,0.017030430690628783,low
twitter,post_8996,25-01-2024 03:00,0,amazing post about coding 🎯,#food #startup #music,image,17176,4804,258,37,70,11,376,0.021891010712622262,low
instagram,post_8997,28-11-2024 15:00,1,fresh post about design ✨,#design,image,870,573,17,6,2,1,26,0.029885057471264367,low
linkedin,post_8998,18-08-2024 10:00,6,deep post about music 💡,#music #coding,image,2403,3411,166,56,9,5,236,0.09821057,high
instagram,post_8999,11-04-2024 21:00,0,bold post about fashion 🎵,#photography #fitness #food #fashion,image,13205,6271,249,94,45,13,401,0.030367285119273002,low
linkedin,post_9000,23-09-2024 20:00,0,trending post about startup ✈️,#food #travel,carousel,48416,42342,429,961,218,293,1901,0.039263879709187044,medium
linkedin,post_9001,21-04-2024 00:00,3,amazing post about coding 💪,#design,image,7765,6259,212,110,32,14,368,0.047392144,medium
twitter,post_9002,28-11-2024 15:00,0,fresh post about fashion 🎯,#photography #travel #ai,image,24237,12814,286,182,155,35,658,0.027148574,low
tiktok,post_9003,06-05-2024 18:00,0,catchy post about food 🚀,#travel #fashion,image,2980,3157,67,40,9,1,117,0.039261744966442955,medium
twitter,post_9004,31-10-2024 00:00,0,deep post about fitness 🎯,#coding #ai #travel #fitness,image,10067,7823,251,66,128,16,461,0.045793186,medium
tiktok,post_9005,07-05-2024 00:00,1,amazing post about fashion 🎯,#design,carousel,6256,5558,180,106,21,30,337,0.053868286445012785,medium
instagram,post_9006,09-12-2024 22:00,3,deep post about photography 🎵,#design #photography #travel #food,video,26671,9460,588,137,34,26,785,0.029432717183457687,low
instagram,post_9007,19-02-2025 08:00,4,bold post about photography ✈️,#music #coding #photography,video,4822,6719,285,63,67,17,432,0.089589382,high
twitter,post_9008,06-04-2024 10:00,4,viral post about design 🎵,#ai #startup #music #fashion,video,43447,9138,420,90,138,13,661,0.015213938822013027,low
twitter,post_9009,13-10-2024 00:00,4,deep post about fashion 🔥,#design #fitness #travel #startup,image,6056,6364,309,54,93,13,469,0.077443857,high
twitter,post_9010,19-03-2024 21:00,4,fresh post about coding 🎯,#fitness #startup #travel #coding,image,2879,3842,127,47,56,7,237,0.08232025,high
instagram,post_9011,27-07-2024 03:00,3,insightful post about design 💪,#ai,carousel,2974,511,20,6,1,3,30,0.010087424344317418,low
twitter,post_9012,17-02-2024 11:00,0,insightful post about fitness 🎵,#ai #fitness #photography #travel,video,4448,407,23,3,6,0,32,0.007194245,low
instagram,post_9013,07-02-2025 00:00,4,bold post about fashion ✈️,#design #ai #music #photography,image,11837,6309,254,44,56,13,367,0.031004477485849453,low
instagram,post_9014,22-11-2024 11:00,0,bold post about startup 🎵,#design,image,4502,5381,193,79,31,3,306,0.067969791,high
instagram,post_9015,28-06-2024 17:00,6,insightful post about ai 🎵,#food,image,3667,3997,196,42,7,13,258,0.07035724,high
instagram,post_9016,03-03-2024 10:00,6,bold post about coding 🎯,#photography,image,19828,24628,924,231,101,75,1331,0.067127295,high
instagram,post_9017,18-05-2024 01:00,4,insightful post about design 🍔,#fitness #travel #food,image,426,266,7,2,1,0,10,0.023474178403755867,low
tiktok,post_9018,08-06-2024 02:00,1,bold post about design 🚀,#music,image,5371,8007,440,46,15,20,521,0.09700242,high
instagram,post_9019,19-06-2024 09:00,0,fun post about music 🔥,#startup #fashion #photography,video,2234,1297,25,18,5,3,51,0.022829006266786033,low
tiktok,post_9020,08-09-2024 07:00,3,quick post about food ✈️,#food,image,3499,4261,163,38,13,5,219,0.062589311,medium
instagram,post_9021,31-01-2024 09:00,5,trending post about travel ✨,#photography,image,10439,5831,164,68,24,18,274,0.026247724877861863,low
linkedin,post_9022,04-08-2024 04:00,1,deep post about fitness 🎯,#music #design,carousel,6699,2456,112,56,12,9,189,0.028213166,low
twitter,post_9023,02-07-2024 09:00,5,viral post about food ✨,#fitness #fashion,video,6129,3298,201,32,54,0,287,0.046826562,medium
instagram,post_9024,06-05-2024 16:00,1,fresh post about fitness 💻,#food #fashion,text,26722,8801,405,63,23,11,502,0.018786019,low
twitter,post_9025,16-12-2024 00:00,3,quick post about design 📸,#startup #coding,image,8093,1919,59,17,28,4,108,0.013344865933522798,low
twitter,post_9026,06-01-2024 16:00,1,deep post about ai 🎯,#coding,video,49418,28551,1164,374,409,60,2007,0.040612732,medium
twitter,post_9027,31-12-2024 23:00,6,fun post about food 💪,#fitness,image,16617,4367,111,45,63,9,228,0.013720888246975989,low
instagram,post_9028,13-02-2024 05:00,0,fun post about fitness 💪,#ai #photography #food,video,3181,2476,124,27,8,4,163,0.051241748,medium
linkedin,post_9029,10-05-2024 04:00,2,insightful post about fashion 📸,#coding,image,56155,5691,320,86,27,9,442,0.007871071,low
twitter,post_9030,16-08-2024 08:00,2,bold post about fitness ✨,#food #coding #startup,image,10801,7295,212,108,116,5,441,0.040829553,medium
instagram,post_9031,26-08-2024 19:00,4,trending post about fitness 🎵,#coding #fashion #ai #food,text,52767,75937,2603,573,168,47,3391,0.06426365,medium
tiktok,post_9032,12-03-2024 07:00,6,insightful post about photography 🎵,#ai #music #photography #fashion,video,6309,3598,238,34,30,2,304,0.048185132,medium
twitter,post_9033,05-06-2024 21:00,4,trending post about music 🎵,#photography,text,10738,2679,109,28,45,2,184,0.017135407,low
tiktok,post_9034,16-11-2024 02:00,0,viral post about design 🎯,#travel #design #music #fashion,image,12582,6197,305,43,11,3,362,0.028771261,low
twitter,post_9035,07-03-2024 05:00,3,trending post about design ✨,#music,image,6949,8320,475,86,148,4,713,0.10260469132249245,high
tiktok,post_9036,11-02-2024 22:00,0,quick post about coding 🎯,#music #design #fitness,video,29009,14643,851,147,117,25,1140,0.039298149,medium
instagram,post_9037,16-11-2024 03:00,4,fresh post about design ✈️,#music #coding,video,56070,33982,2025,351,135,103,2614,0.046620296,medium
tiktok,post_9038,09-10-2024 15:00,1,bold post about ai ✨,#design #fashion #ai #startup,video,917,1094,47,11,5,2,65,0.070883315,high
tiktok,post_9039,23-05-2024 02:00,5,amazing post about ai 📸,#photography,text,18402,7872,224,62,40,8,334,0.018150201,low
instagram,post_9040,24-08-2024 10:00,6,bold post about food 🔥,#startup #food,image,3412,2536,109,13,5,3,130,0.038100820633059786,medium
instagram,post_9041,17-01-2024 17:00,0,bold post about fitness ✨,#coding #design #travel,video,706,99,5,1,0,0,6,0.008498584,low
instagram,post_9042,19-10-2024 15:00,0,catchy post about fashion 🚀,#photography,image,13689,4139,131,30,5,6,172,0.012564833077653591,low
linkedin,post_9043,16-09-2024 05:00,3,deep post about ai 🚀,#fashion #music #design #photography,image,13719,4852,197,71,27,4,299,0.021794591442524967,low
instagram,post_9044,13-10-2024 21:00,4,viral post about startup 💻,#travel #photography #music,video,16096,11624,593,90,94,19,796,0.04945328,medium
twitter,post_9045,01-05-2024 00:00,0,trending post about food 💡,#design,video,11843,14690,537,81,170,21,809,0.068310394,high
instagram,post_9046,27-06-2024 21:00,1,deep post about design 📸,#food #photography #design #ai,image,19538,11020,522,122,48,12,704,0.036032347,medium
twitter,post_9047,13-10-2024 08:00,5,deep post about fitness 🎯,#ai #fitness #startup,image,4533,2727,95,32,47,5,179,0.039488198,medium
twitter,post_9048,06-12-2024 17:00,1,bold post about fashion 🔥,#fashion #coding #food,video,10644,5177,299,68,81,16,464,0.043592634347989476,medium
linkedin,post_9049,07-01-2024 13:00,2,fun post about music 💪,#travel #ai,video,16387,8434,350,115,56,5,526,0.032098615,low
twitter,post_9050,02-02-2024 22:00,4,fun post about travel 💪,#food #travel,image,31449,19972,523,202,272,47,1044,0.033196604,low
tiktok,post_9051,04-12-2024 01:00,1,amazing post about ai 🎯,#fashion #coding,image,8566,11599,298,127,36,34,495,0.057786598178846606,medium
twitter,post_9052,04-08-2024 08:00,3,trending post about photography 💡,#startup,image,6643,566,17,7,8,1,33,0.004967635,low
instagram,post_9053,02-01-2025 17:00,5,fresh post about startup ✨,#travel #photography #food,text,7767,7422,192,35,41,22,290,0.037337453,medium
instagram,post_9054,17-03-2024 15:00,4,catchy post about startup 💻,#food #design,text,2556,3417,132,19,21,8,180,0.070422535,high
twitter,post_9055,27-12-2024 14:00,1,fun post about fitness 📸,#startup #travel #photography #ai,video,17594,11516,468,163,182,15,828,0.047061498238035696,medium
linkedin,post_9056,16-11-2024 09:00,0,amazing post about coding 🎯,#travel,text,1986,1973,75,19,13,7,114,0.057401813,medium
linkedin,post_9057,25-10-2024 11:00,4,bold post about startup 📸,#startup #travel,video,12079,10862,662,192,56,27,937,0.077572647,high
instagram,post_9058,15-07-2024 13:00,1,deep post about fitness ✈️,#travel,image,8918,4824,211,67,14,20,312,0.034985423,medium
instagram,post_9059,16-01-2024 19:00,6,viral post about coding 🎵,#startup #coding #ai,image,1818,453,13,5,1,0,19,0.010451045104510451,low
instagram,post_9060,18-02-2024 12:00,0,deep post about design 💻,#photography #fashion #design #travel,text,1919,707,32,4,4,3,43,0.022407503908285567,low
linkedin,post_9061,23-08-2024 05:00,2,catchy post about food 💪,#design #travel #startup,video,3550,473,24,5,3,1,33,0.009295775,low
linkedin,post_9062,01-05-2024 22:00,5,amazing post about fashion ✈️,#ai #music #startup #coding,carousel,5844,6772,85,168,60,43,356,0.06091718,medium
tiktok,post_9063,03-11-2024 23:00,4,trending post about fashion 🎵,#travel #food #coding,carousel,35713,29376,1084,741,289,149,2263,0.063366281,medium
twitter,post_9064,17-01-2025 14:00,4,amazing post about design 📸,#startup,video,7353,8743,360,133,148,23,664,0.090303278,high
